Artist,Title,Label,Path,choruspath
Nickelback,This Afternoon,0,Unpopular/Nickelback - This Afternoon [OFFICIAL VIDEO].mp3,Unpopular/RepeatedUnpopularChorus/Nickelback - This Afternoon [OFFICIAL VIDEO].wav
P!nk,Glitter In The Air,0,Unpopular/Glitter In the Air.mp3,Unpopular/RepeatedUnpopularChorus/Glitter In the Air.wav
Ne-Yo,Champagne Life,0,Unpopular/Ne-Yo - Champagne Life (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Ne-Yo - Champagne Life (Official Music Video).wav
Miley Cyrus,Can't Be Tamed,0,Unpopular/Miley Cyrus - Can't Be Tamed (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Miley Cyrus - Can't Be Tamed (Official Video).wav
Justin Bieber,U Smile,0,Unpopular/Justin Bieber - U Smile (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - U Smile (Official Music Video).wav
Carrie Underwood,Temporary Home,0,Unpopular/Carrie Underwood - Temporary Home (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Temporary Home (Official Video).wav
Miley Cyrus,When I Look At You,0,Unpopular/Miley Cyrus - When I Look At You (Lyrics) 🎵.mp3,Unpopular/RepeatedUnpopularChorus/Miley Cyrus - When I Look At You (Lyrics) 🎵.wav
Rascal Flatts,Unstoppable,0,Unpopular/Rascal Flatts - Unstoppable (Olympics Mix) - Team USA Soundtrack Official Video (HD).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Unstoppable (Olympics Mix) - Team USA Soundtrack Official Video (HD).wav
Taylor Swift,Fearless,0,Unpopular/Taylor Swift - Fearless (Taylor's Version) (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Fearless (Taylor's Version) (Lyric Video).wav
Avril Lavigne,Alice,0,Unpopular/Avril Lavigne - Alice (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Avril Lavigne - Alice (Official Music Video).wav
Taylor Swift,Fifteen,0,Unpopular/Taylor Swift - Fifteen.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Fifteen.wav
Carrie Underwood,Cowboy Casanova,0,Unpopular/Carrie Underwood - Cowboy Casanova (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Cowboy Casanova (Official Video).wav
Rihanna,Russian Roulette,0,Unpopular/Rihanna - Russian Roulette (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - Russian Roulette (Official Music Video).wav
Alicia Keys,Empire State Of Mind (Part II) Broken Down,0,Unpopular/Empire State of Mind (Part II) Broken Down.mp3,Unpopular/RepeatedUnpopularChorus/Empire State of Mind (Part II) Broken Down.wav
Justin Bieber,One Less Lonely Girl,0,Unpopular/Justin Bieber - One Less Lonely Girl (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Justin Bieber - One Less Lonely Girl (Official Music Video).wav
Usher,Papers,0,Unpopular/Papers.mp3,Unpopular/RepeatedUnpopularChorus/Papers.wav
Nickelback,Never Gonna Be Alone,0,Unpopular/Nickelback - Never Gonna Be Alone [OFFICIAL VIDEO].mp3,Unpopular/RepeatedUnpopularChorus/Nickelback - Never Gonna Be Alone [OFFICIAL VIDEO].wav
Eminem,Elevator,0,Unpopular/Elevator.mp3,Unpopular/RepeatedUnpopularChorus/Elevator.wav
Chris Brown,Crawl,0,Unpopular/Chris Brown - Crawl (Official HD Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Crawl (Official HD Video).wav
Lil Wayne,On Fire,0,Unpopular/Lil Wayne - On Fire (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Lil Wayne - On Fire (Official Music Video).wav
P!nk,Funhouse,0,Unpopular/P!nk - Funhouse (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/P!nk - Funhouse (Official Video).wav
Justin Bieber,Down To Earth,0,Unpopular/Down To Earth.mp3,Unpopular/RepeatedUnpopularChorus/Down To Earth.wav
Alicia Keys,Doesn't Mean Anything,0,Unpopular/Alicia Keys - Doesn't Mean Anything (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Alicia Keys - Doesn't Mean Anything (Official Video).wav
Justin Bieber,Bigger,0,Unpopular/Bigger.mp3,Unpopular/RepeatedUnpopularChorus/Bigger.wav
Rascal Flatts,Summer Nights,0,Unpopular/Rascal Flatts - Summer Nights (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Summer Nights (Official Video).wav
Beyonce,Ego,0,Unpopular/Beyoncé - Ego.mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Ego.wav
Sean Paul,So Fine,0,Unpopular/Sean Paul - So Fine (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Sean Paul - So Fine (Official Video).wav
LMFAO,I'm In Miami Trick,0,Unpopular/LMFAO - I'm In Miami Trick.mp3,Unpopular/RepeatedUnpopularChorus/LMFAO - I'm In Miami Trick.wav
Daughtry,You Don't Belong,0,Unpopular/Daughtry - You Don't Belong (Official).mp3,Unpopular/RepeatedUnpopularChorus/Daughtry - You Don't Belong (Official).wav
Eminem,Beautiful,0,Unpopular/Eminem - Beautiful (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Eminem - Beautiful (Official Music Video).wav
Rascal Flatts,Here Comes Goodbye,0,Unpopular/Rascal Flatts - Here Comes Goodbye (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Here Comes Goodbye (Official Music Video).wav
Lil Wayne,Hot Revolver,0,Unpopular/Hot Revolver - Lil Wayne (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Hot Revolver - Lil Wayne (Lyrics).wav
Katy Perry,Thinking Of You,0,Unpopular/Katy Perry - Thinking Of You (Official).mp3,Unpopular/RepeatedUnpopularChorus/Katy Perry - Thinking Of You (Official).wav
Carrie Underwood,Home Sweet Home,0,Unpopular/Carrie Underwood 'Home Sweet Home' - OFFICIAL AUDIO.mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood 'Home Sweet Home' - OFFICIAL AUDIO.wav
Miley Cyrus,Hoedown Throwdown,0,Unpopular/Miley Cyrus - Hoedown Throwdown.mp3,Unpopular/RepeatedUnpopularChorus/Miley Cyrus - Hoedown Throwdown.wav
Taylor Swift,You're Not Sorry,0,Unpopular/Taylor Swift - You're Not Sorry (Taylor's Version) (Lyric Video).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - You're Not Sorry (Taylor's Version) (Lyric Video).wav
Rihanna,Rehab,0,Unpopular/Rihanna - Rehab (Official Music Video) ft. Justin Timberlake.mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - Rehab (Official Music Video) ft.wav
Usher,Trading Places,0,Unpopular/Usher - Trading Places (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Usher - Trading Places (Official Video).wav
Rascal Flatts,Here,0,Unpopular/Here by Rascal Flatts.mp3,Unpopular/RepeatedUnpopularChorus/Here by Rascal Flatts.wav
Carrie Underwood,Just A Dream,0,Unpopular/Carrie Underwood - Just A Dream (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Just A Dream (Official Video).wav
Leona Lewis,Run,0,Unpopular/Leona Lewis - Run (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Leona Lewis - Run (Official Video).wav
Daughtry,What About Now,0,Unpopular/Daughtry - What About Now (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Daughtry - What About Now (Official Music Video).wav
Nickelback,I'd Come For You,0,Unpopular/Nickelback - I'd Come For You.mp3,Unpopular/RepeatedUnpopularChorus/Nickelback - I'd Come For You.wav
Jonas Brothers,Lovebug,0,Unpopular/Jonas Brothers - Lovebug (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Lovebug (Official Music Video).wav
Jonas Brothers,Pushin' Me Away,0,Unpopular/Pushin' Me Away.mp3,Unpopular/RepeatedUnpopularChorus/Pushin' Me Away.wav
Taylor Swift,Should've Said No,0,Unpopular/Taylor Swift - Should've Said No (Lyrics).mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Should've Said No (Lyrics).wav
Chris Brown,Take You Down,0,Unpopular/Chris Brown - Take You Down (Audio).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - Take You Down (Audio).wav
Alicia Keys,Teenage Love Affair,0,Unpopular/Alicia Keys - Teenage Love Affair (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Alicia Keys - Teenage Love Affair (Official Video).wav
Carrie Underwood,Last Name,0,Unpopular/Carrie Underwood - Last Name (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Last Name (Official Video).wav
Usher,Moving Mountains,0,Unpopular/Usher - Moving Mountains (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Usher - Moving Mountains (Official Video).wav
Jonas Brothers,Play My Music,0,Unpopular/Jonas Brothers - Play My Music.mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Play My Music.wav
Jonas Brothers,When You Look Me In The Eyes,0,Unpopular/Jonas Brothers - When You Look Me In The Eyes.mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - When You Look Me In The Eyes.wav
Carrie Underwood,All-American Girl,0,Unpopular/Carrie Underwood - All-American Girl (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - All-American Girl (Official Video).wav
Taylor Swift,Picture To Burn,0,Unpopular/Taylor Swift - Picture To Burn.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Picture To Burn.wav
Britney Spears,Break The Ice,0,Unpopular/Britney Spears - Break The Ice (Official HD Video).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Break The Ice (Official HD Video).wav
Maroon 5,Won't Go Home Without You,0,Unpopular/Maroon 5 - Won't Go Home Without You (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Maroon 5 - Won't Go Home Without You (Official Music Video).wav
Ne-Yo,Go On Girl,0,Unpopular/Ne-Yo - Go On Girl (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Ne-Yo - Go On Girl (Official Music Video).wav
Daughtry,Over You,0,Unpopular/Daughtry - Over You.mp3,Unpopular/RepeatedUnpopularChorus/Daughtry - Over You.wav
Maroon 5,Wake Up Call,0,Unpopular/Maroon 5 - Wake Up Call (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Maroon 5 - Wake Up Call (Official Music Video).wav
Chris Brown,This Christmas,0,Unpopular/Chris Brown - This Christmas (Official HD Video).mp3,Unpopular/RepeatedUnpopularChorus/Chris Brown - This Christmas (Official HD Video).wav
Britney Spears,Gimme More,0,Unpopular/Britney Spears - Gimme More (Official HD Video).mp3,Unpopular/RepeatedUnpopularChorus/Britney Spears - Gimme More (Official HD Video).wav
Carrie Underwood,So Small,0,Unpopular/Carrie Underwood - So Small (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - So Small (Official Video).wav
Rascal Flatts,Winner At A Losing Game,0,Unpopular/Winner At A Losing Game.mp3,Unpopular/RepeatedUnpopularChorus/Winner At A Losing Game.wav
Mary J. Blige,Work That,0,Unpopular/Work That - Mary J Blige.mp3,Unpopular/RepeatedUnpopularChorus/Work That - Mary J Blige.wav
Jonas Brothers,S.O.S.,0,Unpopular/Jonas Brothers - S.O.S..mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - S.wav
Carrie Underwood,Do You Hear What I Hear,0,Unpopular/Carrie Underwood - Do You Hear What I Hear (Official Audio).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Do You Hear What I Hear (Official Audio).wav
Rascal Flatts,Take Me There,0,Unpopular/Rascal Flatts - Take Me There (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Take Me There (Official Video).wav
Akon,"Sorry, Blame It On Me",0,"Unpopular/Akon - Sorry, Blame It On Me (Official Music Video).mp3","Unpopular/RepeatedUnpopularChorus/Akon - Sorry, Blame It On Me (Official Music Video).wav"
Ne-Yo,Do You,0,Unpopular/Ne-Yo - Do You (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Ne-Yo - Do You (Official Music Video).wav
Avril Lavigne,When You're Gone,0,Unpopular/Avril Lavigne - When You're Gone (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Avril Lavigne - When You're Gone (Official Video).wav
Gwen Stefani,4 In The Morning,0,Unpopular/Gwen Stefani - 4 In The Morning (Closed Captioned).mp3,Unpopular/RepeatedUnpopularChorus/Gwen Stefani - 4 In The Morning (Closed Captioned).wav
Beyonce,Get Me Bodied,0,Unpopular/Get Me Bodied (Extended Mix).mp3,Unpopular/RepeatedUnpopularChorus/Get Me Bodied (Extended Mix).wav
Kanye West,Can't Tell Me Nothing,0,Unpopular/Kanye West - Can't Tell Me Nothing.mp3,Unpopular/RepeatedUnpopularChorus/Kanye West - Can't Tell Me Nothing.wav
Carrie Underwood,Wasted,0,Unpopular/Carrie Underwood - Wasted (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Wasted (Official Video).wav
The Fray,Look After You,0,Unpopular/Look After You - The Fray.mp3,Unpopular/RepeatedUnpopularChorus/Look After You - The Fray.wav
Rascal Flatts,Stand,0,Unpopular/Rascal Flatts - Stand.mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Stand.wav
Jonas Brothers,Year 3000,0,Unpopular/Jonas Brothers - Year 3000.mp3,Unpopular/RepeatedUnpopularChorus/Jonas Brothers - Year 3000.wav
Rascal Flatts,My Wish,0,Unpopular/Rascal Flatts - My Wish.mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - My Wish.wav
Taylor Swift,Tim McGraw,0,Unpopular/Taylor Swift - Tim McGraw.mp3,Unpopular/RepeatedUnpopularChorus/Taylor Swift - Tim McGraw.wav
The Fray,Happy Xmas (War Is Over),0,Unpopular/The Fray - Happy Xmas (War Is Over).mp3,Unpopular/RepeatedUnpopularChorus/The Fray - Happy Xmas (War Is Over).wav
Mary J. Blige,Take Me As I Am,0,Unpopular/Mary J. Blige - Take Me As I Am (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Mary J.wav
Beyonce,Listen,0,Unpopular/Beyoncé - Listen [Official First Video].mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Listen [Official First Video].wav
Beyonce,Ring The Alarm,0,Unpopular/Beyoncé - Ring The Alarm (Video).mp3,Unpopular/RepeatedUnpopularChorus/Beyoncé - Ring The Alarm (Video).wav
Rascal Flatts,Me And My Gang,0,Unpopular/Me And My Gang.mp3,Unpopular/RepeatedUnpopularChorus/Me And My Gang.wav
Carrie Underwood,Don't Forget To Remember Me,0,Unpopular/Carrie Underwood - Don't Forget To Remember Me (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Carrie Underwood - Don't Forget To Remember Me (Official Video).wav
Gwen Stefani,Crash,0,Unpopular/Gwen Stefani - Crash.mp3,Unpopular/RepeatedUnpopularChorus/Gwen Stefani - Crash.wav
Gwen Stefani,Luxurious,0,"Unpopular/Gwen Stefani - Luxurious (Remix Version, Closed Captioned) ft. Slim Thug.mp3","Unpopular/RepeatedUnpopularChorus/Gwen Stefani - Luxurious (Remix Version, Closed Captioned) ft.wav"
Rihanna,If It's Lovin' That You Want,0,Unpopular/Rihanna - If It's Lovin' That You Want (Official Music Video).mp3,Unpopular/RepeatedUnpopularChorus/Rihanna - If It's Lovin' That You Want (Official Music Video).wav
Alicia Keys,Unbreakable,0,Unpopular/Alicia Keys - Unbreakable (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Alicia Keys - Unbreakable (Official Video).wav
Rascal Flatts,Skin (Sarabeth),0,Unpopular/Rascal Flatts - Skin (Sarabeth) (Official Video).mp3,Unpopular/RepeatedUnpopularChorus/Rascal Flatts - Skin (Sarabeth) (Official Video).wav
